index	promptID	pairID	genre	null	null	null	null	sentence1	sentence2	label1	gold_label
389	base_11377940.000	base_11377940.000c	wikipedia					Cabrera had a down year on the 2015 PGA Tour season.	Cabrera dominated the NFL in the 2015 season.	contradiction	contradiction
390	base_52351994.001	base_52351994.001e	wikipedia					The town council has seven aldermen who serve as councilors for public works, public services, ecology, parks, public sanitation, nomenclature and cemeteries.	The town has aldermen who serve as councilors. 	entailment	entailment
391	base_06940437.002	base_06940437.002e	wikipedia					Successful reproduction was not seen between the hybrid species and a pure Eurasian wigeon female during the fieldwork study.	The Eurasian wigeons were the subjects of the fieldwork study	entailment	entailment
392	base_42151770.001	base_42151770.001e	wikipedia					He regularly contributed to a variety of newspapers, and was chairman of the Enterprise of New Guinea Gold and Petroleum Development company.	He regularly contributed to a variety of newspapers.	entailment	entailment
393	base_56695215.005	base_56695215.005c	wikipedia					However, just as in the case of the body schema, the attention schema lacks information about the mechanistic details.	The attention schema gives more insight on the info on small details.	contradiction	contradiction
394	base_34394292.000	base_34394292.000n	wikipedia					Below is a full list of parties participating in Indian general election, 2004, and the full results of the election.	The election of 2004 saw the major party win. 	neutral	neutral
395	base_59442776.001	base_59442776.001c	wikipedia					Gideon sets the baby's corpse into the casket with his mother.	Gideon and his mother set the baby's corpse into the casket.	contradiction	contradiction
396	base_03468204.000	base_03468204.000n	wikipedia					"Next Generation reviewed the Sega CD version of the game, and stated that ""It's good, but it could have been so much more."""	The game review from Next Generation was only one of several.	neutral	neutral
397	base_31092701.001	base_31092701.001n	wikipedia					Historically, Bessborough Hotel’s ballroom, the Capitol Theatre, and Convocation Hall at the University of Saskatchewan have provided venues for the SSO performances.	The University of Saskatchewan have provided venues for the SSO performances for 10 years.	neutral	neutral
398	base_14884162.000	base_14884162.000e	wikipedia					On 14 May 2008 Gordon Brown announced that the government intended to publish a new white paper on lords reform.	Gordon Brown was alive in May 2008.	entailment	entailment
399	base_33095951.007	base_33095951.007e	wikipedia					Prior to the race the drivers complained about a billboard for Martini featuring model Jessiqa Pace was distracting and in the line of sight of drivers as they exit Loews hairpin.	The drivers claimed the Martini Billboard was distracting them.	entailment	entailment
400	base_51355111.000	base_51355111.000n	wikipedia					Sociologists of religion have proposed that the personality and characteristics of deities may reflect a culture's sense of self-esteem and that a culture projects its revered values into deities and in spiritual terms.	A culture projects its personality and characteristics of deities and revered values in a sociologist term.	neutral	neutral
401	base_14827160.001	base_14827160.001e	wikipedia					A protégé of Alfredo Ottaviani, the heavily conservative Samorè advised Pope Paul against granting his approval to artificial birth control.	Pope Paul was advised by a protege of Alfredo Ottaviani.	entailment	entailment
402	base_25321087.000	base_25321087.000e	wikipedia					Note: This listing only denotes the racer's primary sponsors.	 The racer's primary sponsors are listed here.	entailment	entailment
403	base_36699919.001	base_36699919.001n	wikipedia					Carolina is north-northwest of Worthington.	Carolina is known for their pies.	neutral	neutral
404	base_60703016.000	base_60703016.000e	wikipedia					Bordley was born circa 1947, the eldest son of Robert Austin Joseph Bordley and Martha Ann Bordley (born Robinson).	Martha Ann Bordley changed her name after marrying Robert Bordley.	entailment	entailment
405	base_52605642.000	base_52605642.000n	wikipedia					Applying this analysis, the Federal Circuit agreed with the PTAB's analyses of the claims at issue.	The PTAB performed their analyses in 2015.	neutral	neutral
406	base_40265826.005	base_40265826.005e	wikipedia					In the General Election of 1862, Kennon lost to Democrat William W. Armstrong in an election where out of state soldiers were not allowed to vote.	Kennon lost to Democrat William W. Armstrong in an election where out of state soldiers were not allowed to vote.	entailment	entailment
407	base_58190745.001	base_58190745.001c	wikipedia					He is currently wrestling for the Japanese promotion New Japan Pro-Wrestling (NJPW) under the ring name Hikuleo, where he is a member of the Bullet Club.	He is wrestling for a new Japanese promotion as part of the Power Club.	contradiction	contradiction
408	base_40223183.001	base_40223183.001e	wikipedia					However, the records of those companies were not found at Registrar General's office, making it difficult to trace the individuals behind these companies.	The records of those companies were not found at Registrar General's office.	entailment	entailment
409	base_50637040.005	base_50637040.005c	wikipedia					The stairways and floors on the second level are currently carpeted and some of the rooms have been re-purposed to accommodate its use as an artists' residency.	nsgngn	contradiction	contradiction
410	base_38077716.001	base_38077716.001n	wikipedia					Even though the emperor Wilhelm II was well known for some grandstanding in his time, he was very opposed to the idea of a world fair.	The emperor Wilhelm II was worried about the expenses the fair might bring.	neutral	neutral
411	base_47567087.001	base_47567087.001n	wikipedia					He stood in six Test matches between 1974 and 1979 and three ODI games between 1975 and 1981.	gngh	neutral	neutral
412	base_03887550.001	base_03887550.001e	wikipedia					The Town Supervisor is the chief administrative officer of the town & village, selected to carry out the directives of the Council.	The job of the Town Supervisor is to carry out the directives of the Council.	entailment	entailment
413	base_32733521.000	base_32733521.000n	wikipedia					"Lanteglos-by-Fowey (Old , meaning ""church valley"") is a coastal civil parish in south Cornwall, England, United Kingdom."	Cornwall is just south of London. 	neutral	neutral
414	base_29299780.000	base_29299780.000e	wikipedia					In doing so, they made British American football history by becoming the first team to qualify for the playoffs in their first ever season.	They made history by becoming the first team to qualify for the playoffs in their first ever season.	entailment	entailment
415	base_52958466.009	base_52958466.009e	wikipedia					Sade, in the downstairs of the house, starts going through Carter's possessions and finds a picture of Carter in military uniform with his wife and son.	He found a picture of Carter in a military uniform.	entailment	entailment
416	base_57944396.001	base_57944396.001n	wikipedia					He is the present executive president of Nizam-e-Islam Party and Nayeb-e-Ameer of Hefazat-e-Islam Bangladesh.	He became executive president of Nizam-e-Islam Party in 2018.	neutral	neutral
417	base_43093191.004	base_43093191.004c	wikipedia					She is the daughter of their former family chauffeur and the marriage took place much against her mother's wishes.	Her father was the head of the household. 	contradiction	contradiction
418	base_44162312.000	base_44162312.000c	wikipedia					Weng Tojirakarn (, , ; born 1 April 1951) is a Thai medical doctor and politician.	In Thailand, politicians cannot be medical doctors	contradiction	contradiction
419	base_08622391.004	base_08622391.004n	wikipedia					This diversity was a nightmare for the maintenance department as there was very little compatibility amongst the different builders.	Some builders came from Asia, some from Latin America	neutral	neutral
420	base_39098956.000	base_39098956.000c	wikipedia					The first draft of the Commissar Order was issued by General Eugen Müller on May 6, 1941 and called for the shooting of all commissars in order to avoid letting any captured commissar reach a POW camp in Germany.	The first draft of the Commissar Order was never issued.	contradiction	contradiction
421	base_33553944.003	base_33553944.003e	wikipedia					When corrected in the new system, many police officers believed that they had received a raise or that there had been a mistake, as their salaries rose significantly.	The rise of salaries was thought to be an error 	entailment	entailment
422	base_48650020.009	base_48650020.009e	wikipedia					"Dyer said there is a ""Den and Angie feel"" to the relationship."	"""Den and Angie feel"" were Dyer's words"	entailment	entailment
423	base_34602615.001	base_34602615.001c	wikipedia					It is an acoustic or neurological effect that results in temporary suppression of tinnitus by listening to an appropriately tailored sound for a short period.	Tinnitus suppression was defined as a percent reduction in loudness	contradiction	contradiction
424	base_53990704.008	base_53990704.008n	wikipedia					"It was available to all players during the event, but became accessible to only those who owned ""The Taken King"" after the event."	"""The Taken King"" is a video game"	neutral	neutral
425	base_10214142.000	base_10214142.000e	wikipedia					James Buck (1808 – November 1, 1865) was an American Civil War Medal of Honor recipient and a sailor in the United States Navy.	James Buck received the American Civil War Medal of Honor. 	entailment	entailment
426	base_23131737.007	base_23131737.007n	wikipedia					"Exhibited as composite panoramic murals at Paul Kasmin Gallery (New York) in September 2016, these images were also published in the accompanying volume ""60 Feet Road"" by Steidl Verlag."	Paul Kasmin Gallery was opened in New York in the 1980s.	neutral	neutral
427	base_49562131.001	base_49562131.001e	wikipedia					But the crew members stated that they had sought the permission of the irrigation department and the village Panchayat for shooting.	It was firmly stated permissions were received prior to shooting in the village.	entailment	entailment
428	base_47731535.000	base_47731535.000n	wikipedia					On November 27, 2007, Rostec became general sponsor of FC Krylia Sovetov Samara; however, in 2011 the corporation decided to suspend its support of the team.	In 2011, Roster suspended its support to the team because of disagreements with the leadership 	neutral	neutral
429	base_21899186.000	base_21899186.000c	wikipedia					Holman took an interest in one fan, Zachary Smith Reynolds, the heir to the R. J. Reynolds tobacco company.	Zachary Smith Reynolds took interest in one fan of his.	contradiction	contradiction
430	base_51009076.001	base_51009076.001n	wikipedia					Varese in 1927 became the capital of the Province and in 1931 the provincial institution bought the entire building.	The building was able to be purchased by the institution after 1927.	neutral	neutral
431	base_32683490.005	base_32683490.005n	wikipedia					The lovers are then buried by King Mark, who finally discovers the cause of their love and pardons them.	King Mark had previously wanted to prosecute the couple. 	neutral	neutral
432	base_03902358.001	base_03902358.001e	wikipedia					A post office called Hamburgh was established in 1844.	Hamburgh, a post office, was founded in 1844	entailment	entailment
433	base_11012785.011	base_11012785.011e	wikipedia					Certain desert endotherms have evolved very specific and unique characteristics to combat dehydration.	There are endotherms that are adapted to live in the desert.	entailment	entailment
434	base_43276023.005	base_43276023.005c	wikipedia					"and an original recording, ""I Need You for Christmas""."	The song is very popular on 4th of July.	contradiction	contradiction
435	base_49042638.000	base_49042638.000n	wikipedia					The Czech Association of Bandy was founded in 2013 and became a member of the Federation of International Bandy in 2014.	The Czech Association of Bandy was founded in 2013 by 50 members.	neutral	neutral
436	base_43572107.000	base_43572107.000c	wikipedia					We should not turn this case into a political one and parties that want to profit from these events will probably have to explain themselves.	The case is better off being a political one.	contradiction	contradiction
437	base_21909032.000	base_21909032.000n	wikipedia					From such study of attitudes and beliefs of adults and children, she asks about the social consequences of unconscious thought and feeling.	The study of attitudes and beliefs of adults and children raised doubts including the social and family consequences	neutral	neutral
438	base_35980704.004	base_35980704.004e	wikipedia					Recently in June 2013, Justice Sidi Yahefdhou, Chief Justice of Mauritania also visited Pakistan.	The Chief Justice of Mauritania is Sidi Yahefdhou, who visited Pakistan.	entailment	entailment
439	base_54775984.001	base_54775984.001c	wikipedia					It is a belt of multi-deformed metasedimentary and metavolcanic rocks intruded by a series of diorite to granite plutons.	The belt is made out only of metavolcanic rocks	contradiction	contradiction
440	base_20423848.009	base_20423848.009c	wikipedia					The setter can also base the theme on one specific coloring or a brand or anything else that can be common among all boulders the setter chooses.	The setter will plan a route according to the skills	contradiction	contradiction
441	base_12731057.002	base_12731057.002c	wikipedia					"The comments also clarified that improper means included actions that were, ""improper under the circumstances; e.g., an airplane overflight used as aerial reconnaissance to determine the competitor's plant layout during construction of the plant""."	The meaning of improper action is not addressed in the comments	contradiction	contradiction
442	base_48202612.004	base_48202612.004c	wikipedia					"Paecilomyces variotii"" is fast growing, producing powdery to suede-like in colonies that are yellow-brown or sand-colored."	The product of Paecilomyces variotii is a liquid form substance.	contradiction	contradiction
443	base_24614931.001	base_24614931.001c	wikipedia					The publishing house is behind a number of different publications from broadsheet dailies to tabloid weeklies and monthlies as well as weekly magazines both in Arabic and English.	The publishing house is not behind any publications.	contradiction	contradiction
444	base_37600142.001	base_37600142.001c	wikipedia					The clerics are erased from time by the crack as it grows wider.	The crack doesn't erase the clerics as it grows wider.	contradiction	contradiction
445	base_48733794.000	base_48733794.000e	wikipedia					After the teams' arrival in Southern California, the teams participated in the traditional Lawry's Beef Bowl in Beverly Hills and the Disney Media Day at Disney California Adventure in nearby Anaheim.	The teams participated in the traditional Lawry's Beef Bowl. 	entailment	entailment
446	base_17760692.002	base_17760692.002c	wikipedia					Talks ended on 19 December with agreement only on basic principles; these included a regional authority and a referendum on autonomy.	Talks ended on 19 December with no agreement reached.	contradiction	contradiction
447	base_52343995.000	base_52343995.000e	wikipedia					In Vietnamese cuisine, Bánh tráng nướng is a type of Bánh tráng, rice crackers consumed in southern Vietnam.	Bánh tráng are rice crackers that people eat in southern Vietnam.	entailment	entailment
448	base_16948851.001	base_16948851.001n	wikipedia					An example user being the 12th SS Panzer Division.	The 12th SS Panzer Division is an example user for the computer game	neutral	neutral
449	base_06677098.024	base_06677098.024c	wikipedia					"The most successful was ""La Modista"", which captured 79 from a British slaver and 16 from a Danish ship."	"""La Modista"" captured 79 from a Danish ship."	contradiction	contradiction
450	base_04430509.002	base_04430509.002n	wikipedia					It effectively controlled only Pegu and was crushed by Bayinnaung in 1552.	Pegu treated it right.	neutral	neutral
451	base_11604665.000	base_11604665.000e	wikipedia					Teebah Airlines was a Sierra Leone registered charter airline based in Amman, Jordan, leasing its aircraft out to other airlines on demand.	Teebah Airlines was a charter airline based in Amman, Jordan.	entailment	entailment
452	base_54159280.001	base_54159280.001c	wikipedia					In 1904, she took over as the director of drawing.	She took over position of director of drawing in 1940.	contradiction	contradiction
453	base_58878033.000	base_58878033.000c	wikipedia					The Shroud of Turin is a length of linen cloth bearing the negative image of a man who is alleged to be Jesus of Nazareth.	The shroud of turin has the image of a dog embedded on it. 	contradiction	contradiction
454	base_29816910.000	base_29816910.000e	wikipedia					"The first issue of ""CARtoons"" (published by Petersen Publishing Company in 1959) featured the strip ""The Saga of Rumpville""."	CARtoons was the name of a featured comic strip in 1959.	entailment	entailment
455	base_57365357.001	base_57365357.001n	wikipedia					He was promoted Major in 1795 and was present at the surrender of the Dutch fleet in Saldanha Bay, Cape Colony in 1796.	He was promoted to the position as the major at the age of 55.	neutral	neutral
456	base_11509483.001	base_11509483.001e	wikipedia					"Nothing shocking at first, it was 900 words of gossip and topical comment previously appearing under the header ""Gossip of the Day""."	"""Gossip of the Day"" was the previous header for the 900-word information"	entailment	entailment
457	base_37211978.000	base_37211978.000c	wikipedia					She maintained her position against the conservative politician.	She flip flopped on the political fence during the election. 	contradiction	contradiction
458	base_41550563.001	base_41550563.001e	wikipedia					The department has its head office in the 5th arrondissement of Paris.	The head office is located in Paris	entailment	entailment
459	base_43644543.001	base_43644543.001n	wikipedia					However, membership is open to men and women from anywhere in Scotland.	Scotland offers a membership to men and women, but not to homosexuals.	neutral	neutral
460	base_37489681.001	base_37489681.001c	wikipedia					Several years later, he played chess with Count Antonio Sacconi in a Jesuit boarding school at Villa Mondragone, Frascati, a few miles outside of Rome, and became an Oxford University Champion.	Villa Mondragone is a town originally in the Italian territory 	contradiction	contradiction
461	base_56786508.001	base_56786508.001c	wikipedia					The T1 Trust believes the reputation of the T1 could be changed if the record was taken by 5550.	The T1 Trust doesn't believe there's any way to change the reputation of the T1.	contradiction	contradiction
462	base_25368155.001	base_25368155.001n	wikipedia					In religious respect, however, Sauensiek formed part of the Roman Catholic Diocese of Verden until after 1566 its incumbent bishops lost papal recognition, except of a last Catholic bishop from 1630 to 1631, respectively.	The bishops of Sauensiek formed a separate church after losing papal recognition	neutral	neutral
463	base_04109163.000	base_04109163.000c	wikipedia					Mind the gap () is an audible or visual warning phrase issued to rail passengers to take caution while crossing the horizontal, and in some cases vertical, spatial gap between the train door and the station platform.	Mind the gap is a store that sells designer hats.	contradiction	contradiction
464	base_18597149.002	base_18597149.002c	wikipedia					However that channel like SNC received little cable and satellite carriage, only being available on regional cable systems and Sprint's mobile devices.	The channel had widespread, nationwide carriage on almost all carriers. 	contradiction	contradiction
465	base_08251614.000	base_08251614.000n	wikipedia					In addition, he edited and published a Library of American Aboriginal Literature (8 vols.	He worked hard on his works.	neutral	neutral
466	base_49540346.001	base_49540346.001n	wikipedia					In 1973 he was appointed director of the media campaign belonging to Carlos Andrés Pérez.	Carlos Andres Perez was a politician in the 70s.	neutral	neutral
467	base_01373665.001	base_01373665.001n	wikipedia					"His short poems, known as ""gruks"" or grooks (Danish: ""gruk""), first started to appear in the daily newspaper ""Politiken"" shortly after the German occupation of Denmark in April 1940 under the pseudonym ""Kumbel Kumbell""."	He was born in Copenhagen.	neutral	neutral
468	base_26815851.000	base_26815851.000e	wikipedia					Katharina Szelinski-Singer was an accomplished sculptor who studied at the Berlin University of the Arts, where she was a master student of Richard Scheibe.	Katharina Szelinski-Singer used to be an accomplished sculptor.	entailment	entailment
469	base_35838434.001	base_35838434.001c	wikipedia					He became president and manager of the John Goodison Thresher Company Ltd. and president of the Sarnia-based Industrial Mortgage and Savings Company.	He would stay a janitor all his life.	contradiction	contradiction
470	base_00194236.000	base_00194236.000e	wikipedia					In September 2009, NASA's Jet Propulsion Laboratory (JPL) in Pasadena, California announced it had successfully levitated mice using a superconducting magnet, an important step forward since mice are closer biologically to humans than frogs.	NASA managed to levitate mice.	entailment	entailment
471	base_41749279.002	base_41749279.002e	wikipedia					In the 1920s there was a small resort at East Beach called the East Beach Hotel.	East Beach Hotel was a small resort at East Beach in the 1920s.	entailment	entailment
472	base_27767556.006	base_27767556.006c	wikipedia					He also trained with a master butcher for one year.	He trained with a sushi master for one year	contradiction	contradiction
473	base_00613935.001	base_00613935.001c	wikipedia					Serology testing for antibodies is not as useful since the presence of the microorganisms in healthy people can confound interpreting the antibody titer levels, although antibody levels can indicate whether an infection is recent or long-term.	Antibody levels cannot tell whether an infection is recent or long-term.	contradiction	contradiction
474	base_17781207.004	base_17781207.004e	wikipedia					Only Denmark has a larger public sector (38% of Danish workforce).	The percentage of public sector workers in Denmark is 38%.	entailment	entailment
475	base_22122344.000	base_22122344.000c	wikipedia					On January 30, 2013, Hunter was hired as assistant offensive line coach for the Indianapolis Colts.	In total, Hunter holds over 30 years of coaching experience.	contradiction	contradiction
476	base_29784884.000	base_29784884.000c	wikipedia					Snow later used a dot map to illustrate how cases of cholera occurred around this pump.	The dot map that was devised by Snow failed to function properly.	contradiction	contradiction
477	base_28653406.009	base_28653406.009c	wikipedia					Under the Swedish influence, in June 1704 the Polish gentry dethroned Augustus II and at Wielka Wola elected a new king, the pro-Swedish Poznań Voivod Stanisław Leszczyński.	In June 1704, the Polish gentry did not dethrone Augustus II.	contradiction	contradiction
478	base_35041060.002	base_35041060.002c	wikipedia					This is expected to be the only Fall Classic, as the Greasy Pole is to be replaced with a platform that will last a century.	There will be several Fall Classics	contradiction	contradiction
479	base_03907226.006	base_03907226.006n	wikipedia					Lay justices or magistrates must sit for a minimum of 26 sessions (half-days) per year, but some sit as much as a day a week, or possibly more.	Lay justices or magistrates usually are present for a day each week, and that's more than the minimum required	neutral	neutral
480	base_35703596.003	base_35703596.003e	wikipedia					The Safely Kept Stakes is run annually on the same card as the Frank J. De Francis Memorial Dash Stakes.	The Safely Kept Stakes is ran annually.	entailment	entailment
481	base_35701425.003	base_35701425.003n	wikipedia					People lead a pleasant life by doing agriculture and weaving.	Their lives were dependent on crop yields.	neutral	neutral
482	base_33471026.001	base_33471026.001n	wikipedia					In the following Dnipro Cup (Tradepoint Cup-7), Misto finished 2nd, losing in the finals to Russian Major League team HC Belgorod.	Misto lost in the finals to HC Belgorod, but received a silver medal	neutral	neutral
483	base_51009238.002	base_51009238.002n	wikipedia					"As such they elevated the tribe Protonephrocerini to the subfamily rank as Protonephrocerinae, leaving only ""Nephrocerus"" and ""Priabona"" in Nephrocerinae."	There are a lot of pests in the tribe Protonephrocerini.	neutral	neutral
484	base_37313406.000	base_37313406.000n	wikipedia					In spite of the prorogation, the parliamentary committee looking into the Afghan detainee issue resumed its hearing informally in early February.	 In spite of the prorogation, the Afghan detainee were released in February.	neutral	neutral
485	base_05234039.004	base_05234039.004c	wikipedia					The current award criteria were amended on 7 September 2010 by Presidential Decree 1099.	 The current award criteria were amended on 7 September 1910.	contradiction	contradiction
486	base_51256219.005	base_51256219.005e	wikipedia					"A crew member from the Yarmouth Lifeboat was winched onto ""Höegh Osaka"" to assist with the evacuation."	"A crew member from the Yarmouth Lifeboat was winched onto ""Höegh Osaka"" to assist with the evacuation."	entailment	entailment
487	base_34197921.002	base_34197921.002e	wikipedia					"The firm's founder Greg Capra is a pioneer in the field of day trading and co-authored the seminal book ""Tools and Tactics for the Master Day Trader""."	Greg Capra is a pioneer in the field of day trading.	entailment	entailment
488	base_09319636.002	base_09319636.002n	wikipedia					The most frequent use of flowable fill is reported in the states of Minnesota, Maryland, Michigan, Iowa, and Indiana.	Flowable fill is being used the most en Minessota, and the less in Washington	neutral	neutral
489	base_54803851.001	base_54803851.001c	wikipedia					In 1885 a Village Settlement scheme was introduced which offered settlers farm blocks with home sites clustered as a village.	A Village Settlement scheme was introduced in 1895.	contradiction	contradiction
490	base_52743539.000	base_52743539.000c	wikipedia					In 2012, a man killed his cellmate and eventually pleaded guilty to the crime.	The man who killed his cellmate was absolved of wrongdoing. 	contradiction	contradiction
491	base_49175942.003	base_49175942.003n	wikipedia					Emperor Taizong then advanced south toward Kaifeng.	The road to Kaifeng was treacherous 	neutral	neutral
492	base_24169987.000	base_24169987.000n	wikipedia					Herb Stark and his wife Ruth Stark established the airport on an old dairy farm in 1972 after their previous airstrip in Tigard closed in 1969.	They went on to own 2 other Airports.	neutral	neutral
493	base_16331638.000	base_16331638.000n	wikipedia					Sivanandan was regarded as one of the leading Black political thinkers in the UK.	There was more than one political thinker of color in the UK.	neutral	neutral
494	base_43093191.004	base_43093191.004n	wikipedia					She is the daughter of their former family chauffeur and the marriage took place much against her mother's wishes.	She was adopted into the main family after being born from their family chauffeur. 	neutral	neutral
495	base_26452181.003	base_26452181.003n	wikipedia					"The second consisted of an overall evaluation of the ""Bluebird""-class minesweeper."	"After the overall evaluation of the ""Bluebird""-class minesweeper, it was destroyed by the enemies."	neutral	neutral
496	base_21909032.000	base_21909032.000e	wikipedia					From such study of attitudes and beliefs of adults and children, she asks about the social consequences of unconscious thought and feeling.	A question was asked about the social consequences of unconscious thought and feeling	entailment	entailment
497	base_29991578.003	base_29991578.003c	wikipedia					Its magnitude depends on the drive voltage applied to the device and the wavelength of the interrogating laser relative to the exciton peak.	Its magnitude is constant	contradiction	contradiction
498	base_48981943.005	base_48981943.005n	wikipedia					The Iroquois arrived at the village in the morning.	The village was named as The Iroquois.	neutral	neutral
499	base_12209335.000	base_12209335.000e	wikipedia					In March 2013, work began to refurbish the booking hall, subway and stairwells at the station.	Work began in 2013 to refurbish parts of the station.	entailment	entailment
500	base_25240002.000	base_25240002.000n	wikipedia					Clifford joined the team during the 1968-69 National League and was a regular member of the starting fifteen until his retirement after the 1973 championship.	Clifford only stopped starting in the National League because he retired.	neutral	neutral
501	base_38185579.000	base_38185579.000n	wikipedia					After their success in 2006, there were high expectations for the Mets in 2007, and they started the season strong.	The Mets had a success in 2006, but in 2008 they were defeated easily	neutral	neutral
502	base_10326298.001	base_10326298.001n	wikipedia					His uncle was Grafton Dulaney Cushing.	His aunt was a few years younger than his uncle.	neutral	neutral
503	base_52534824.000	base_52534824.000e	wikipedia					The second of three children, Longone was born to Alexander and Edith Gropman Bluestein, both Eastern European immigrants.	Alexander and Edith Gropman Bluestein were the parents of Longone	entailment	entailment
504	base_33811724.001	base_33811724.001c	wikipedia					Blue entries indicate members of the Liberal Party, whilst green entries indicate members of the National Country Party.	The Liberal Party as 40 members.	contradiction	contradiction
505	base_33823819.001	base_33823819.001n	wikipedia					1,3,5-Trinitrobenzene is believed to cause similar health problems as TNT.	1,3,5-Trinitrobenzene is believed to cause heart problems.	neutral	neutral
506	base_59330140.000	base_59330140.000e	wikipedia					On 15 September 2018, Clarke was named on the bench in the League for the first time against Millwall.	Clarke was named on the bench in the League on September 15, 2018.	entailment	entailment
507	base_13621893.007	base_13621893.007c	wikipedia					"He was a 16-year-old exposed to danger and the Paraguayan climate, boiling hot summers and freezing cold winters, which Valdez described as ""hell, frightening and horrible."	Valdez spent little time out in the Paraguayan climate, and found it quite pleasant. 	contradiction	contradiction
508	base_11350671.001	base_11350671.001e	wikipedia					"A large variation of the rebana is used in the Yike theatre of Cambodia where it is called ""skor yike"" ស្គរយីកេ (or ""yike"" drum)."	The rebana is called the skore yike in the Yike theater. 	entailment	entailment
509	base_14505771.005	base_14505771.005n	wikipedia					He was part of the TV3 Rugby World Cup coverage in 2007.	The 2007 Rugby World Cup coverage was granted to Fox	neutral	neutral
510	base_31923527.012	base_31923527.012n	wikipedia					Soon thereafter, Marielena tells Carmela she is marrying Luis Felipe, and, out of fear that Marielena will blame her, Carmela accepts it but states that she will never welcome them to her house.	Carmela and Marielena hated each other.	neutral	neutral
511	base_52629258.001	base_52629258.001e	wikipedia					He had his ministerial formation at the Andhra Christian Theological College, Hyderabad, a Seminary affiliated to the nation's first university, the Senate of Serampore College (University).	The Senate of Serampore College was India's first university.	entailment	entailment
512	base_21884885.000	base_21884885.000c	wikipedia					In 2010, the race was run at miles, but was returned to miles the next year.	The race has never been ran at miles.	contradiction	contradiction
513	base_25121913.000	base_25121913.000n	wikipedia					Along with public transport services, Rīgas Satiksme also administers paid parking services throughout the city.	Rīgas Satiksme loves the job with public transport services.	neutral	neutral
514	base_47159181.000	base_47159181.000n	wikipedia					Wonderly is a Multi Channel Network (MCN) that focuses on female content creators.	Wonderly broadcasts across three channels. 	neutral	neutral
515	base_55093996.001	base_55093996.001c	wikipedia					They defeated Portland State, North Dakota, and Montana in the Big Sky Tournament to earn the conference's automatic bid to the NCAA Tournament.	They lost to Portland State.	contradiction	contradiction
516	base_14076513.000	base_14076513.000n	wikipedia					"Matthews has been compared to Stalin sympathiser Walter Duranty, a fellow journalist on ""The"" ""New York Times"" staff."	"Matthews is a fellow journalist on ""The"" ""New York Times"" staff."	neutral	neutral
517	base_28100328.000	base_28100328.000e	wikipedia					On 30 November 2012 he resigned his position as State Secretary after it was revealed that he in 2004 had a sexual affair with a fellow party member, 20 years his junior, who was 17 years old at the time the affair began.	The former State Secretary had an affair with a fellow party member 20 years younger	entailment	entailment
518	base_32904301.001	base_32904301.001n	wikipedia					He also worked as a school teacher for Comintern III.	Other than being a teacher for Comintern III, he worked as a janitor	neutral	neutral
519	base_06697178.000	base_06697178.000c	wikipedia					from about 5,000 years ago (the Bronze Age), first beginning in Mesopotamia.	It begun in Egypt and extended to Mesopotamia.	contradiction	contradiction
520	base_09631122.004	base_09631122.004e	wikipedia					Security guards apparently wearing Balenciaga uniform can be seen restraining the son of the Chinese customer.	You can see that the son was restrained by security guards.	entailment	entailment
521	base_28995351.001	base_28995351.001n	wikipedia					This proposal, although rejected in favour of David Asper's plan, called for a $265 million stadium at the former Public Markets site in the St. Boniface industrial park, which Canad Inns purchased from the city.	St. Boniface industrial park was the location of the former Public Markets site, but it was demolished to build a complex	neutral	neutral
522	base_16222487.000	base_16222487.000c	wikipedia					Crawley won the Academy Award for Best Documentary Feature for this picture.	This picture that Crawley created lost the Academy Award.	contradiction	contradiction
523	base_01561949.000	base_01561949.000c	wikipedia					Minnie was first voiced by Walt Disney, who was also the original voice of Mickey Mouse.	Walt Disney is still alive.	contradiction	contradiction
524	base_39008140.000	base_39008140.000e	wikipedia					The above ground level, 22 story building was built on rock caissons and had two basements.	The 22 story building was built on rock caissons	entailment	entailment
525	base_29490439.000	base_29490439.000e	wikipedia					As we understand the situation here, the Australian Constitution firmly places the prerogative powers of the Crown in the hands of the Governor-General as the representative of the Queen of Australia.	In Australia, the Governor-General is the representative of the Queen	entailment	entailment
526	base_25240002.000	base_25240002.000c	wikipedia					Clifford joined the team during the 1968-69 National League and was a regular member of the starting fifteen until his retirement after the 1973 championship.	Clifford was a starter on his National League team until he retired in 1972.	contradiction	contradiction
527	base_28402932.003	base_28402932.003e	wikipedia					"When asked for his plea, he replied: ""I do not remember the crime for which I stand accused ... I am unable to answer the charges."""	He pleaded that he cannot answer to the charges due to loss of memory. 	entailment	entailment
528	base_03552197.000	base_03552197.000c	wikipedia					"In Cuba, composer Ernesto Lecuona wrote a piece titled ""Mazurka en Glisado"" for the piano, one of various commissions throughout his life."	Ernesto Lecuona mastered the saxophone at age 12.	contradiction	contradiction
529	base_58052790.000	base_58052790.000n	wikipedia					The system originated from an air force inquiry in 1954 and was formally implemented in the 1958 defence plan.	The system included anti-missile ballistics. 	neutral	neutral
530	base_40451555.002	base_40451555.002n	wikipedia					"Instead, he corrects him by saying that it ""is a union in which most of those involved are hoodwinked about their most natural and obvious interests, a union of egoists?"	"He said: ""is a union in which most of those involved are not hoodwinked about their most natural and obvious interests."	neutral	neutral
